Date,Open,High,Low,Close,Adj Close,Volume
2019-10-01,241.5,242.43499755859375,239.37159729003906,241.4600067138672,241.4600067138672,1459540
2019-10-01,241.43240356445312,241.6884002685547,239.1300048828125,240.74000549316406,240.74000549316406,817671
2019-10-01,240.8300018310547,241.4698944091797,240.02999877929688,241.16000366210938,241.16000366210938,470492
2019-10-01,241.16000366210938,244.6300048828125,241.16000366210938,243.0,243.0,1016311
2019-10-01,242.9199981689453,244.74000549316406,242.7899932861328,244.74000549316406,244.74000549316406,523515
2019-10-01,244.6699981689453,245.9499969482422,244.1199951171875,244.3300018310547,244.3300018310547,1165480
2019-10-01,244.3300018310547,245.25,243.8300018310547,244.69000244140625,244.69000244140625,594388
2019-10-02,243.52499389648438,244.64999389648438,241.22999572753906,242.75999450683594,242.75999450683594,1625070
2019-10-02,242.55999755859375,242.55999755859375,240.6300048828125,240.6999969482422,240.6999969482422,868942
2019-10-02,240.83999633789062,241.00999450683594,239.43380737304688,240.80999755859375,240.80999755859375,534759
2019-10-02,240.8800048828125,243.2989044189453,240.69000244140625,241.97000122070312,241.97000122070312,469152
2019-10-02,242.0,243.15499877929688,241.1199951171875,241.5854034423828,241.5854034423828,584758
2019-10-02,241.67999267578125,244.36000061035156,241.43820190429688,243.11160278320312,243.11160278320312,677674
2019-10-02,243.14990234375,243.5,242.67999267578125,243.24000549316406,243.24000549316406,504144
2019-10-03,231.86000061035156,234.47999572753906,224.27999877929688,228.85000610351562,228.85000610351562,6838255
2019-10-03,228.72999572753906,229.94000244140625,226.02000427246094,228.1699981689453,228.1699981689453,2332699
2019-10-03,228.27000427246094,229.8000030517578,226.49000549316406,229.67999267578125,229.67999267578125,1427094
2019-10-03,229.6699981689453,230.49000549316406,228.27000427246094,230.0500030517578,230.0500030517578,966130
2019-10-03,230.1387939453125,232.74000549316406,229.80999755859375,232.25210571289062,232.25210571289062,1328472
2019-10-03,232.24440002441406,233.11000061035156,231.02999877929688,231.4600067138672,231.4600067138672,998786
2019-10-03,231.51910400390625,233.27999877929688,231.16000366210938,232.9199981689453,232.9199981689453,1027196
2019-10-04,231.61000061035156,234.77999877929688,228.404296875,228.404296875,228.404296875,2840890
2019-10-04,228.4633026123047,230.0,228.07000732421875,229.16000366210938,229.16000366210938,1291253
2019-10-04,229.1999969482422,231.0399932861328,228.4600067138672,230.69000244140625,230.69000244140625,1139683
2019-10-04,230.75,231.49000549316406,230.0399932861328,231.10000610351562,231.10000610351562,851468
2019-10-04,231.10000610351562,231.88999938964844,230.7100067138672,231.23550415039062,231.23550415039062,565385
2019-10-04,231.25999450683594,231.92860412597656,230.47000122070312,230.52000427246094,230.52000427246094,541828
2019-10-04,230.55999755859375,231.47999572753906,230.5,231.4158935546875,231.4158935546875,668212
2019-10-07,229.8000030517578,232.67999267578125,228.6699981689453,232.2100067138672,232.2100067138672,1537517
2019-10-07,232.27000427246094,234.74000549316406,232.1199951171875,233.30999755859375,233.30999755859375,1479727
2019-10-07,233.3300018310547,234.97999572753906,233.27000427246094,234.6168975830078,234.6168975830078,646587
2019-10-07,234.672607421875,235.83999633789062,233.99000549316406,235.63999938964844,235.63999938964844,975838
2019-10-07,235.64999389648438,238.27999877929688,235.4600067138672,237.19000244140625,237.19000244140625,1529782
2019-10-07,237.17999267578125,238.38999938964844,236.72999572753906,238.1999969482422,238.1999969482422,964867
2019-10-07,238.2100067138672,238.55999755859375,237.11000061035156,237.72000122070312,237.72000122070312,762281
2019-10-08,234.75999450683594,239.13290405273438,234.5,238.5399932861328,238.5399932861328,2166169
2019-10-08,238.5399932861328,238.89999389648438,237.08999633789062,238.22999572753906,238.22999572753906,1151277
2019-10-08,238.28329467773438,242.36000061035156,237.3000030517578,241.92999267578125,241.92999267578125,1481439
2019-10-08,241.33999633789062,242.8300018310547,240.69000244140625,242.8000030517578,242.8000030517578,1243033
2019-10-08,242.7720947265625,243.60000610351562,242.27000427246094,242.89999389648438,242.89999389648438,969028
2019-10-08,242.88099670410156,243.94000244140625,241.1999969482422,241.4499969482422,241.4499969482422,938745
2019-10-08,241.4600067138672,241.61000061035156,239.97999572753906,240.0,240.0,618896
2019-10-09,241.38619995117188,244.83999633789062,240.64999389648438,244.35000610351562,244.35000610351562,1521474
2019-10-09,244.3000030517578,246.10000610351562,243.00999450683594,245.19500732421875,245.19500732421875,1485635
2019-10-09,245.1199951171875,246.99000549316406,244.55999755859375,246.61000061035156,246.61000061035156,1088434
2019-10-09,246.61000061035156,247.2949981689453,245.3699951171875,245.71009826660156,245.71009826660156,809670
2019-10-09,245.77000427246094,246.4499969482422,245.30999755859375,245.74000549316406,245.74000549316406,441269
2019-10-09,245.6999969482422,245.91000366210938,244.1999969482422,244.68499755859375,244.68499755859375,717693
2019-10-09,244.68499755859375,245.08999633789062,243.6999969482422,244.52999877929688,244.52999877929688,669622
2019-10-10,245.27999877929688,249.06939697265625,244.52999877929688,246.46470642089844,246.46470642089844,2127920
